鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
龍潭區,土地,燈潭段211~240地號,217.45,,鄉村區,乙種建築用地,1071116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14800000,68062,,0.0,0,,RPUNMLOJJHOFFCH48CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路268巷61~90號,48.78,,一般農業區,甲種建築用地,1070626,土地1建物1車位2,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071112,266.69,3,1,3,有,有,12400000,49724,坡道平面,65.58,2400000,,RPXNMLSKJHOFFCH66CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路268巷61~90號,42.95,,一般農業區,甲種建築用地,1070423,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071112,209.79000000000002,3,1,2,有,有,10500000,52542,坡道平面,32.79,1200000,,RPPOMLSKJHOFFCH58CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路268巷61~90號,42.95,,一般農業區,甲種建築用地,1070423,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071112,210.64999999999998,3,1,2,有,有,10500000,52288,坡道平面,32.79,1200000,,RPSOMLSKJHOFFCH88CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路268巷61~90號,42.95,,一般農業區,甲種建築用地,1071213,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071112,209.79000000000002,3,1,2,有,有,9600000,48023,坡道平面,32.79,1100000,,RPTOMLSKJHOFFCH98CA
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路268巷61~90號,51.05,,一般農業區,甲種建築用地,1070910,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071112,244.01999999999998,3,1,3,有,有,11500000,48762,坡道平面,32.79,1200000,,RPUOMLSKJHOFFCH09CA
大溪區,房地(土地+建物)+車位,桃園市大溪區埔仁路211~240號,37.19,住,,,1071118,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070319,174.14,3,1,2,有,有,8250000,47376,坡道平面,30.04,0,,RPPNMLSKJHOFFCH48CA
大溪區,房地(土地+建物)+車位,桃園市大溪區埔仁路211~240號,37.29,住,,,1071118,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070319,190.4,3,1,2,有,有,8250000,43330,坡道平面,45.83,0,,RPQNMLSKJHOFFCH58CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區永美路371巷1~30號,49.55,住,,,1071129,土地1建物1車位2,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050830,339.23,4,2,3,有,有,16500000,48640,坡道平面,0.0,0,,RPRPMLOLKINFFDH78CA
龍潭區,土地,金龍段541~570地號,19.19,,一般農業區,甲種建築用地,1070910,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,581000,30276,,0.0,0,,RPWNMLQKJHOFFCH98CA
